cycle,branch,district,forecastdate,expression,name_D1,name_D2,name_D3,name_D4,name_I1,name_R1,name_R2,name_R3,name_R4,name_O1,winner_D1,winner_D2,winner_D3,winner_D4,winner_R1,winner_R2,winner_R3,winner_R4,winner_I1,winner_O1,winner_Dparty,winner_Rparty,tipping,vpi,mean_predicted_turnout,p90_simmed_turnout_gross,p10_simmed_turnout_gross,voteshare_mean_D1,voteshare_mean_D2,voteshare_mean_D3,voteshare_mean_D4,voteshare_mean_I1,voteshare_mean_R1,voteshare_mean_R2,voteshare_mean_R3,voteshare_mean_R4,voteshare_mean_O1,p90_voteshare_simmed_I1,p90_voteshare_simmed_O1,p90_voteshare_simmed_D1,p90_voteshare_simmed_R1,p90_voteshare_simmed_D2,p90_voteshare_simmed_R2,p90_voteshare_simmed_R3,p90_voteshare_simmed_R4,p90_voteshare_simmed_D3,p90_voteshare_simmed_D4,p10_voteshare_simmed_I1,p10_voteshare_simmed_O1,p10_voteshare_simmed_D1,p10_voteshare_simmed_R1,p10_voteshare_simmed_D2,p10_voteshare_simmed_R2,p10_voteshare_simmed_R3,p10_voteshare_simmed_R4,p10_voteshare_simmed_D3,p10_voteshare_simmed_D4,pvi_538,vep,elasticity_district,mean_netpartymargin,p90_netpartymargin,p10_netpartymargin,wonrunoff_D1,lostrunoff_D1,wonrunoff_D2,lostrunoff_D2,wonrunoff_D3,lostrunoff_D3,wonrunoff_D4,lostrunoff_D4,wonrunoff_R1,lostrunoff_R1,wonrunoff_R2,lostrunoff_R2,wonrunoff_R3,lostrunoff_R3,wonrunoff_R4,lostrunoff_R4,wonrunoff_I1,lostrunoff_I1,simulations,timestamp
2020,Senate,IL-S2,11/2/20,_lite,Richard J. Durbin,"","","","",Mark C. Curran Jr.,"","","",all others,.9976,0,0,0,.0024,0,0,0,0,0,.9976,.0024,.00135,.019559,5873772,6880266,4900484,59.21955,0,0,0,0,35.72557,0,0,0,5.054884,0,8.502459,64.30673,40.79468,0,0,0,0,0,0,0,2.099315,54.05132,30.57996,0,0,0,0,0,0,12.95453,9027082,,23.49398,33.083,13.90214,,,,,,,,,,,,,,,,,,,40000,20:52:33  2 Nov 2020
2020,Senate,ID-S2,11/2/20,_lite,Paulette Jordan,"","","","",Jim Risch,"","","",all others,.018375,0,0,0,.981625,0,0,0,0,0,.018375,.981625,.001725,.1943137,755467.3,903561.4,611113.6,34.83191,0,0,0,0,58.70194,0,0,0,6.466149,0,10.49024,42.12473,66.02707,0,0,0,0,0,0,0,2.994795,27.40479,51.33697,0,0,0,0,0,0,-32.7843,1292701,,-23.87003,-9.807751,-38.06262,,,,,,,,,,,,,,,,,,,40000,20:52:33  2 Nov 2020
2020,Senate,IA-S2,11/2/20,_lite,Theresa Greenfield,"","","","",Joni Ernst,"","","",all others,.4981,0,0,0,.5019,0,0,0,0,0,.4981,.5019,.08685,4.30906,1715211,2009281,1432716,48.81635,0,0,0,0,48.89354,0,0,0,2.290117,0,4.293709,53.39977,53.50995,0,0,0,0,0,0,0,.6858343,44.13268,44.31675,0,0,0,0,0,0,-9.491219,2321131,,-.0771904,8.852228,-9.111876,,,,,,,,,,,,,,,,,,,40000,20:52:33  2 Nov 2020
2020,Senate,GA-S3,11/2/20,_lite,Raphael Warnock,Matt Lieberman,Ed Tarver,"","",Kelly Loeffler,Doug Collins,"","",all others,.78125,.000675,.00005,0,.13765,.080375,0,0,0,0,.781975,.218025,.0458625,.8633287,4520762,5328335,3732875,32.85232,5.365445,1.671678,0,0,21.88158,19.84284,0,0,18.38614,0,24.4961,40.06237,27.86686,8.830479,25.65152,0,0,3.246936,0,0,12.5653,25.96395,15.9105,2.312058,14.01297,0,0,.4366024,0,-13.08584,7383562,,-1.834988,13.10247,-16.16415,.77945,.190075,.000675,.001625,.00005,.00005,0,0,.13765,.495375,.080375,.311075,0,0,0,0,0,0,40000,20:52:33  2 Nov 2020
2020,Senate,GA-S2,11/2/20,_lite,Jon Ossoff,"","","",Shane Hazel,David Perdue,"","","","",.488675,0,0,0,.5113,0,0,0,.000025,0,.488675,.511325,.100675,1.849776,4631616,5442679,3842399,49.47293,0,0,0,1.656422,48.87064,0,0,0,0,3.218374,0,53.64989,53.05923,0,0,0,0,0,0,.441862,0,45.22411,44.67394,0,0,0,0,0,0,-13.08584,7383562,,.6022911,8.798889,-7.671331,.055475,.1417,0,0,0,0,0,0,.1417,.055475,0,0,0,0,0,0,.000025,.000025,40000,20:52:33  2 Nov 2020
2020,Senate,DE-S2,11/2/20,_lite,Christopher A. Coons,"","","","",Lauren Witzke,"","","",all others,.994375,0,0,0,.005625,0,0,0,0,0,.994375,.005625,.0021125,.3818508,470796.4,558016.5,386117.1,62.18746,0,0,0,0,34.86552,0,0,0,2.94702,0,5.375514,68.59276,41.27883,0,0,0,0,0,0,0,.9830225,55.75098,28.42627,0,0,0,0,0,0,12.32666,720531,,27.32195,39.86731,14.71461,,,,,,,,,,,,,,,,,,,40000,20:52:33  2 Nov 2020
2020,Senate,CO-S2,11/2/20,_lite,John W. Hickenlooper,"","","","",Cory Gardner,"","","",all others,.8592,0,0,0,.1408,0,0,0,0,0,.8592,.1408,.04795,1.378482,2960177,3468318,2460272,52.17715,0,0,0,0,43.4052,0,0,0,4.417647,0,7.59443,57.60004,48.86312,0,0,0,0,0,0,0,1.743342,46.69886,38.00188,0,0,0,0,0,0,-.1657898,4313054,,8.771942,19.04476,-1.713696,,,,,,,,,,,,,,,,,,,40000,20:52:33  2 Nov 2020
2020,Senate,AZ-S3,11/2/20,_lite,Mark Kelly,"","","","",Martha McSally,"","","","",.8432,0,0,0,.1568,0,0,0,0,0,.8432,.1568,.0716,2.080117,2929242,3482177,2395702,52.97332,0,0,0,0,47.02668,0,0,0,0,0,0,56.75022,50.8329,0,0,0,0,0,0,0,0,49.1671,43.24978,0,0,0,0,0,0,-7.873858,5189000,,5.946648,13.50044,-1.665802,,,,,,,,,,,,,,,,,,,40000,20:52:33  2 Nov 2020
2020,Senate,AR-S2,11/2/20,_lite,"","","","",Ricky Dale Harrington Jr.,Tom Cotton,"","","","",0,0,0,0,.99955,0,0,0,.00045,0,.0002,.9998,0,0,1108133,1544325,687078.9,0,0,0,0,30.72165,69.27835,0,0,0,0,36.30646,0,0,74.92775,0,0,0,0,0,0,25.07225,0,0,63.69354,0,0,0,0,0,0,-25.97004,2182375,,-69.27835,-63.69354,-74.92775,,,,,,,,,,,,,,,,,,,40000,20:52:33  2 Nov 2020
2020,Senate,AL-S2,11/2/20,_lite,Doug Jones,"","","","",Tommy Tuberville,"","","","",.0422,0,0,0,.9578,0,0,0,0,0,.0422,.9578,.0089,.3230817,2344271,2774495,1929167,44.44254,0,0,0,0,55.55746,0,0,0,0,0,0,48.53645,59.69478,0,0,0,0,0,0,0,0,40.30522,51.46355,0,0,0,0,0,0,-26.89283,3683055,,-11.11492,-2.927097,-19.38956,,,,,,,,,,,,,,,,,,,40000,20:52:33  2 Nov 2020
2020,Senate,AK-S2,11/2/20,_lite,Al Gross,"","","","",Dan Sullivan,"","","",all others,.295225,0,0,0,.704775,0,0,0,0,0,.295225,.704775,.0389625,9.353311,354496.2,419344.1,291663,45.18385,0,0,0,0,49.78413,0,0,0,5.032011,0,8.482674,50.99591,55.59626,0,0,0,0,0,0,0,2.10537,39.39469,43.90523,0,0,0,0,0,0,-15.62051,525568,,-4.600281,6.615791,-15.74573,,,,,,,,,,,,,,,,,,,40000,20:52:33  2 Nov 2020
2020,Senate,WY-S2,11/1/20,_lite,Merav Ben-David,"","","","",Cynthia Lummis,"","","","",.008575,0,0,0,.991425,0,0,0,0,0,.008575,.991425,.0009875,.3136782,267906.3,320294.8,216579.4,36.13271,0,0,0,0,63.86729,0,0,0,0,0,0,43.14822,70.88986,0,0,0,0,0,0,0,0,29.11014,56.85178,0,0,0,0,0,0,-44.5017,431364,,-27.73458,-13.70356,-41.77972,,,,,,,,,,,,,,,,,,,40000,23:31:42  1 Nov 2020
2020,Senate,WV-S2,11/1/20,_lite,Paula Jean Swearengin,"","","",Franklin Riley,Shelley Moore Capito,"","","","",.0375,0,0,0,.9625,0,0,0,0,0,.0375,.9625,.0036875,.3879985,808783.3,968209.7,654090.4,38.03732,0,0,0,2.940468,59.02221,0,0,0,0,5.340129,0,45.52592,66.46722,0,0,0,0,0,0,.9994272,0,30.54962,51.46327,0,0,0,0,0,0,-33.21596,1394028,,-20.98489,-6.105612,-35.68756,,,,,,,,,,,,,,,,,,,40000,23:31:42  1 Nov 2020
2020,Senate,VA-S2,11/1/20,_lite,Mark Warner,"","","","",Daniel Gade,"","","",all others,.9926,0,0,0,.0074,0,0,0,0,0,.9926,.0074,.0061875,.1245473,4227767,4951264,3527768,57.18176,0,0,0,0,41.01109,0,0,0,1.80715,0,3.504669,61.26173,45.10667,0,0,0,0,0,0,0,.4962572,53.04479,36.9418,0,0,0,0,0,0,7.247498,6196071,,16.17067,24.14661,8.140617,,,,,,,,,,,,,,,,,,,40000,23:31:42  1 Nov 2020
2020,Senate,TX-S2,11/1/20,_lite,M.J. Hegar,"","","","",John Cornyn,"","","",all others,.175,0,0,0,.825,0,0,0,0,0,.175,.825,.0160125,.1321751,1.03e+07,1.21e+07,8566169,45.75919,0,0,0,0,52.06007,0,0,0,2.180737,0,4.127031,50.19384,56.41601,0,0,0,0,0,0,0,.6467108,41.36887,47.66164,0,0,0,0,0,0,-17.0862,1.88e+07,,-6.300888,2.267986,-14.8017,,,,,,,,,,,,,,,,,,,40000,23:31:42  1 Nov 2020
2020,Senate,TN-S2,11/1/20,_lite,Marquita Bradshaw,"","","","",Bill Hagerty,"","","",all others,.03405,0,0,0,.96595,0,0,0,0,0,.03405,.96595,.0044375,.135203,2793073,3333476,2260552,38.52279,0,0,0,0,57.30111,0,0,0,4.176106,0,7.233366,45.06179,63.92467,0,0,0,0,0,0,0,1.615213,31.86996,50.69611,0,0,0,0,0,0,-27.71358,5124867,,-18.77832,-6.02935,-31.73668,,,,,,,,,,,,,,,,,,,40000,23:31:42  1 Nov 2020
2020,Senate,SD-S2,11/1/20,_lite,Dan Ahlers,"","","","",Mike Rounds,"","","","",.016825,0,0,0,.983175,0,0,0,0,0,.016825,.983175,.0016,.342504,397543.4,474473.8,322984,34.26093,0,0,0,0,65.73907,0,0,0,0,0,0,43.26717,74.80795,0,0,0,0,0,0,0,0,25.19205,56.73283,0,0,0,0,0,0,-28.4073,648104,,-31.47815,-13.46567,-49.61591,,,,,,,,,,,,,,,,,,,40000,23:31:42  1 Nov 2020
2020,Senate,SC-S2,11/1/20,_lite,Jaime Harrison,"","","",Bill Bledsoe,Lindsey Graham,"","","","",.254175,0,0,0,.7458,0,0,0,.000025,0,.254175,.745825,.0336875,1.177911,2433809,2881728,1999003,46.76321,0,0,0,1.674478,51.56231,0,0,0,0,3.232289,0,51.50985,56.26075,0,0,0,0,0,0,.4464885,0,42.0476,46.80655,0,0,0,0,0,0,-16.43929,3926305,,-4.799099,4.587915,-14.00998,,,,,,,,,,,,,,,,,,,40000,23:31:42  1 Nov 2020
2020,Senate,RI-S2,11/1/20,_lite,Jack Reed,"","","","",Allen Waters,"","","","",.99815,0,0,0,.00185,0,0,0,0,0,.99815,.00185,.0004625,.0817625,481379.8,572487.4,390505.3,73.92989,0,0,0,0,26.07011,0,0,0,0,0,0,83.19017,35.29718,0,0,0,0,0,0,0,0,64.70282,16.80984,0,0,0,0,0,0,24.08468,799642,,47.85979,66.38033,29.40564,,,,,,,,,,,,,,,,,,,40000,23:31:42  1 Nov 2020
2020,Senate,OR-S2,11/1/20,_lite,Jeff Merkley,"","","","",Jo Rae Perkins,"","","",all others,.9675,0,0,0,.0325,0,0,0,0,0,.9675,.0325,.0112875,.4596337,2089855,2463003,1721966,57.38456,0,0,0,0,38.75776,0,0,0,3.857673,0,6.772802,63.86721,45.15117,0,0,0,0,0,0,0,1.445585,50.933,32.25954,0,0,0,0,0,0,7.486742,3196425,,18.6268,31.21327,6.180387,,,,,,,,,,,,,,,,,,,40000,23:31:42  1 Nov 2020
2020,Senate,OK-S2,11/1/20,_lite,Abby Broyles,"","","","",Jim Inhofe,"","","",all others,.02595,0,0,0,.97405,0,0,0,0,0,.02595,.97405,.0022125,.1166982,1613427,1927186,1306052,39.56482,0,0,0,0,57.60456,0,0,0,2.830615,0,5.186001,45.4464,63.45061,0,0,0,0,0,0,0,.9453855,33.66759,51.74982,0,0,0,0,0,0,-33.53731,2845835,,-18.03974,-6.612724,-29.48368,,,,,,,,,,,,,,,,,,,40000,23:31:42  1 Nov 2020
2020,Senate,NM-S2,11/1/20,_lite,Ben Ray Luján,"","","",Bob Walsh,Mark Ronchetti,"","","","",.831075,0,0,0,.1689,0,0,0,.000025,0,.831075,.168925,.047475,4.539184,890056.1,1060075,723862.8,52.55027,0,0,0,3.047142,44.40259,0,0,0,0,5.515455,0,58.07299,50.00493,0,0,0,0,0,0,1.051333,0,46.9047,38.8978,0,0,0,0,0,0,8.123275,1515355,,8.147682,18.87003,-2.836843,,,,,,,,,,,,,,,,,,,40000,23:31:42  1 Nov 2020
2020,Senate,NJ-S2,11/1/20,_lite,Cory Booker,"","","","",Rikin Mehta,"","","",all others,.997575,0,0,0,.002425,0,0,0,0,0,.997575,.002425,.00125,.0261511,4067715,4778842,3386349,61.86798,0,0,0,0,35.80569,0,0,0,2.32633,0,4.34617,67.29565,41.26866,0,0,0,0,0,0,0,.720855,56.37296,30.36856,0,0,0,0,0,0,11.15339,6158999,,26.06228,36.69788,15.3018,,,,,,,,,,,,,,,,,,,40000,23:31:42  1 Nov 2020
