cycle,state,modeldate,candidate_name,pct_estimate,pct_trend_adjusted
2020,Rhode Island,11/2/2020,Donald Trump,31.75879,32.33756
2020,Pennsylvania,11/2/2020,Donald Trump,45.46011,45.43877
2020,Oregon,11/2/2020,Donald Trump,37.30326,37.8857
2020,Oklahoma,11/2/2020,Donald Trump,58.78337,59.17117
2020,Ohio,11/2/2020,Donald Trump,47.38034,47.39703
2020,North Dakota,11/2/2020,Donald Trump,55.6126,56.00556
2020,North Carolina,11/2/2020,Donald Trump,47.02644,47.05288
2020,New York,11/2/2020,Donald Trump,32.81021,32.94857
2020,New Mexico,11/2/2020,Donald Trump,41.83837,42.11802
2020,New Jersey,11/2/2020,Donald Trump,37.68895,37.75937
2020,New Hampshire,11/2/2020,Donald Trump,42.78702,42.82553
2020,Nevada,11/2/2020,Donald Trump,44.32605,44.35686
2020,Nebraska,11/2/2020,Donald Trump,51.72942,52.12071
2020,National,11/2/2020,Donald Trump,43.39732,43.41072
2020,NE-2,11/2/2020,Donald Trump,45.29115,45.68394
2020,NE-1,11/2/2020,Donald Trump,49.43887,50.71276
2020,Montana,11/2/2020,Donald Trump,49.97391,50.08099
2020,Missouri,11/2/2020,Donald Trump,50.86716,51.03576
2020,Mississippi,11/2/2020,Donald Trump,55.3933,55.53986
2020,Minnesota,11/2/2020,Donald Trump,42.60153,42.63507
2020,Michigan,11/2/2020,Donald Trump,42.98909,43.01572
2020,Massachusetts,11/2/2020,Donald Trump,28.55884,28.85447
2020,Maryland,11/2/2020,Donald Trump,31.83212,32.0333
2020,Maine,11/2/2020,Donald Trump,40.32128,40.4171
2020,ME-2,11/2/2020,Donald Trump,45.61098,45.75025
2020,ME-1,11/2/2020,Donald Trump,37.55147,37.70259
2020,Louisiana,11/2/2020,Donald Trump,57.71561,58.15519
2020,Kentucky,11/2/2020,Donald Trump,54.89972,55.32088
2020,Kansas,11/2/2020,Donald Trump,53.79595,53.85899
2020,Iowa,11/2/2020,Donald Trump,47.71472,47.67605
2020,Indiana,11/2/2020,Donald Trump,51.8474,51.99601
2020,Illinois,11/2/2020,Donald Trump,38.60243,38.65623
2020,Idaho,11/2/2020,Donald Trump,56.13798,56.56198
2020,Hawaii,11/2/2020,Donald Trump,29.19013,29.93528
2020,Georgia,11/2/2020,Donald Trump,47.31839,47.36276
2020,Florida,11/2/2020,Donald Trump,46.65979,46.59745
2020,District of Columbia,11/2/2020,Donald Trump,5.632232,5.775314
2020,Delaware,11/2/2020,Donald Trump,34.08069,34.57868
2020,Connecticut,11/2/2020,Donald Trump,31.54244,32.14853
2020,Colorado,11/2/2020,Donald Trump,41.06941,41.24074
2020,California,11/2/2020,Donald Trump,32.29754,32.44293
2020,Arkansas,11/2/2020,Donald Trump,58.38864,58.93645
2020,Arizona,11/2/2020,Donald Trump,46.11361,46.10009
2020,Alaska,11/2/2020,Donald Trump,50.99263,51.2221
2020,Alabama,11/2/2020,Donald Trump,57.63922,57.65069
2020,Wyoming,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.50603,39.80032
2020,Wisconsin,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.41548,40.36386
2020,West Virginia,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.03199,40.09139
2020,Washington,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.16105,39.93857
2020,Virginia,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.97483,40.05106
2020,Vermont,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.37835,40.53135
2020,Utah,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.11385,40.05974
2020,Texas,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.25975,40.22503
2020,Tennessee,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.26768,40.22321
2020,South Dakota,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.49479,39.82072
2020,South Carolina,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.98062,39.97335
2020,Rhode Island,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.53718,39.97321
2020,Pennsylvania,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.30986,40.24028
2020,Oregon,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.33748,39.79001
2020,Oklahoma,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.25603,39.73445
2020,Ohio,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.28449,40.27723
2020,North Dakota,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.35403,39.68763
2020,North Carolina,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.28561,40.27418
2020,New York,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.93978,40.58469
2020,New Mexico,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.60235,39.96786
2020,New Jersey,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.09245,40.01516
2020,New Hampshire,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.03816,40.10387
2020,Nevada,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.07677,40.21549
2020,Nebraska,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.61192,39.87369
2020,National,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.30754,40.23864
2020,NE-2,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.68352,39.73523
2020,NE-1,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,38.57484,38.7515
2020,Montana,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.75544,39.78225
2020,Missouri,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.35778,40.27171
2020,Mississippi,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.23286,40.20395
2020,Minnesota,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.21651,40.21806
2020,Michigan,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.29625,40.25701
2020,Massachusetts,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.50589,40.35366
2020,Maryland,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.09101,40.07206
2020,Maine,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.26382,40.05201
2020,ME-2,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.52822,40.2072
2020,ME-1,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.45076,40.14248
2020,Louisiana,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.99469,40.1768
2020,Kentucky,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.72229,39.93843
2020,Kansas,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.99251,40.15178
2020,Iowa,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.28814,40.2068
2020,Indiana,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.12661,40.23545
2020,Illinois,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.19542,40.21555
2020,Idaho,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.06453,40.05544
2020,Hawaii,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.39437,39.93256
2020,Georgia,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.32583,40.28358
2020,Florida,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.31174,40.23416
2020,District of Columbia,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.45948,39.70115
2020,Delaware,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,38.60648,39.29649
2020,Connecticut,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.12751,40.24149
2020,Colorado,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.10736,40.12494
2020,California,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.66296,39.82661
2020,Arkansas,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.19363,39.68967
2020,Arizona,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.21396,40.18914
2020,Alaska,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,39.83821,39.90947
2020,Alabama,11/2/2020,Convention Bounce for Joseph R. Biden Jr.,40.10203,40.11407
2020,Wyoming,11/2/2020,Convention Bounce for Donald Trump,39.52209,39.76273
2020,Wisconsin,11/2/2020,Convention Bounce for Donald Trump,40.40977,40.43295
2020,West Virginia,11/2/2020,Convention Bounce for Donald Trump,40.08508,40.14294
2020,Washington,11/2/2020,Convention Bounce for Donald Trump,38.94203,39.88208
2020,Virginia,11/2/2020,Convention Bounce for Donald Trump,40.34874,40.42212
2020,Vermont,11/2/2020,Convention Bounce for Donald Trump,39.50607,39.51846
2020,Utah,11/2/2020,Convention Bounce for Donald Trump,40.34861,40.27889
2020,Texas,11/2/2020,Convention Bounce for Donald Trump,40.33806,40.36533
2020,Tennessee,11/2/2020,Convention Bounce for Donald Trump,40.4105,40.31164
2020,South Dakota,11/2/2020,Convention Bounce for Donald Trump,39.49906,39.78554
2020,South Carolina,11/2/2020,Convention Bounce for Donald Trump,40.26559,40.19106
2020,Rhode Island,11/2/2020,Convention Bounce for Donald Trump,39.62982,39.90865
2020,Pennsylvania,11/2/2020,Convention Bounce for Donald Trump,40.40316,40.3763
2020,Oregon,11/2/2020,Convention Bounce for Donald Trump,39.45153,39.47782
2020,Oklahoma,11/2/2020,Convention Bounce for Donald Trump,39.18658,39.66119
2020,Ohio,11/2/2020,Convention Bounce for Donald Trump,40.24274,40.25102
2020,North Dakota,11/2/2020,Convention Bounce for Donald Trump,39.48322,39.5045
2020,North Carolina,11/2/2020,Convention Bounce for Donald Trump,40.35518,40.36039
2020,New York,11/2/2020,Convention Bounce for Donald Trump,40.06031,39.87796
2020,New Mexico,11/2/2020,Convention Bounce for Donald Trump,39.75772,40.23494
2020,New Jersey,11/2/2020,Convention Bounce for Donald Trump,40.32536,40.16848
2020,New Hampshire,11/2/2020,Convention Bounce for Donald Trump,40.18269,40.21639
2020,Nevada,11/2/2020,Convention Bounce for Donald Trump,39.93922,40.08498
2020,Nebraska,11/2/2020,Convention Bounce for Donald Trump,39.7028,39.81814
2020,National,11/2/2020,Convention Bounce for Donald Trump,40.50502,40.49363
2020,NE-2,11/2/2020,Convention Bounce for Donald Trump,40.36533,40.20389
2020,NE-1,11/2/2020,Convention Bounce for Donald Trump,41.43677,41.60394
2020,Montana,11/2/2020,Convention Bounce for Donald Trump,40.41146,40.37737
2020,Missouri,11/2/2020,Convention Bounce for Donald Trump,40.51623,40.35384
2020,Mississippi,11/2/2020,Convention Bounce for Donald Trump,40.42322,40.32267
2020,Minnesota,11/2/2020,Convention Bounce for Donald Trump,40.22453,40.24771
2020,Michigan,11/2/2020,Convention Bounce for Donald Trump,40.39309,40.39399
2020,Massachusetts,11/2/2020,Convention Bounce for Donald Trump,40.37899,40.24017
2020,Maryland,11/2/2020,Convention Bounce for Donald Trump,40.37082,40.2705
2020,Maine,11/2/2020,Convention Bounce for Donald Trump,40.61966,40.18108
2020,ME-2,11/2/2020,Convention Bounce for Donald Trump,40.91022,40.40348
2020,ME-1,11/2/2020,Convention Bounce for Donald Trump,40.91627,40.36229
2020,Louisiana,11/2/2020,Convention Bounce for Donald Trump,39.94991,40.00078
2020,Kentucky,11/2/2020,Convention Bounce for Donald Trump,39.72575,39.93351
2020,Kansas,11/2/2020,Convention Bounce for Donald Trump,39.9992,40.24926
2020,Iowa,11/2/2020,Convention Bounce for Donald Trump,40.41753,40.32211
2020,Indiana,11/2/2020,Convention Bounce for Donald Trump,40.00523,40.06278
2020,Illinois,11/2/2020,Convention Bounce for Donald Trump,40.2696,40.25134
2020,Idaho,11/2/2020,Convention Bounce for Donald Trump,40.44301,40.16574
2020,Hawaii,11/2/2020,Convention Bounce for Donald Trump,39.43467,39.86195
2020,Georgia,11/2/2020,Convention Bounce for Donald Trump,40.32055,40.35468
2020,Florida,11/2/2020,Convention Bounce for Donald Trump,40.32666,40.30572
2020,District of Columbia,11/2/2020,Convention Bounce for Donald Trump,39.55497,39.64827
2020,Delaware,11/2/2020,Convention Bounce for Donald Trump,39.65945,39.8728
2020,Connecticut,11/2/2020,Convention Bounce for Donald Trump,40.20384,40.36731
2020,Colorado,11/2/2020,Convention Bounce for Donald Trump,40.25527,40.27939
2020,California,11/2/2020,Convention Bounce for Donald Trump,40.535,40.67414
2020,Arkansas,11/2/2020,Convention Bounce for Donald Trump,39.19431,39.60328
2020,Arizona,11/2/2020,Convention Bounce for Donald Trump,40.37424,40.34503
2020,Alaska,11/2/2020,Convention Bounce for Donald Trump,40.29168,40.2893
2020,Alabama,11/2/2020,Convention Bounce for Donald Trump,40.14216,40.13031
2020,Wyoming,11/1/2020,Joseph R. Biden Jr.,30.81065,30.87572
2020,Wisconsin,11/1/2020,Joseph R. Biden Jr.,51.89808,51.88573
2020,West Virginia,11/1/2020,Joseph R. Biden Jr.,34.07449,34.15744
2020,Washington,11/1/2020,Joseph R. Biden Jr.,58.48925,58.5135
2020,Virginia,11/1/2020,Joseph R. Biden Jr.,53.4817,53.48148
2020,Vermont,11/1/2020,Joseph R. Biden Jr.,65.90128,66.16339
2020,Utah,11/1/2020,Joseph R. Biden Jr.,41.61198,41.68953
2020,Texas,11/1/2020,Joseph R. Biden Jr.,47.4559,47.434
2020,Tennessee,11/1/2020,Joseph R. Biden Jr.,40.61555,41.32409
2020,South Dakota,11/1/2020,Joseph R. Biden Jr.,38.88711,38.94411
2020,South Carolina,11/1/2020,Joseph R. Biden Jr.,43.53521,43.52337
2020,Rhode Island,11/1/2020,Joseph R. Biden Jr.,62.80302,63.03116
2020,Pennsylvania,11/1/2020,Joseph R. Biden Jr.,50.16114,50.15671
2020,Oregon,11/1/2020,Joseph R. Biden Jr.,57.38046,57.66772
2020,Oklahoma,11/1/2020,Joseph R. Biden Jr.,36.06261,36.21545
2020,Ohio,11/1/2020,Joseph R. Biden Jr.,47.14699,47.15066
2020,North Dakota,11/1/2020,Joseph R. Biden Jr.,38.68921,38.91632
2020,North Carolina,11/1/2020,Joseph R. Biden Jr.,48.74099,48.73855
2020,New York,11/1/2020,Joseph R. Biden Jr.,62.31092,62.85714
2020,New Mexico,11/1/2020,Joseph R. Biden Jr.,53.64025,53.7575
2020,New Jersey,11/1/2020,Joseph R. Biden Jr.,59.63353,59.73125
2020,New Hampshire,11/1/2020,Joseph R. Biden Jr.,53.7641,53.80789
2020,Nevada,11/1/2020,Joseph R. Biden Jr.,49.35766,49.40659
2020,Nebraska,11/1/2020,Joseph R. Biden Jr.,42.49427,42.69065
2020,National,11/1/2020,Joseph R. Biden Jr.,52.02224,51.99525
2020,NE-2,11/1/2020,Joseph R. Biden Jr.,49.82966,50.23135
2020,NE-1,11/1/2020,Joseph R. Biden Jr.,44.54249,45.79899
2020,Montana,11/1/2020,Joseph R. Biden Jr.,45.21835,45.27179
2020,Missouri,11/1/2020,Joseph R. Biden Jr.,44.01092,44.1164
2020,Mississippi,11/1/2020,Joseph R. Biden Jr.,38.84559,39.13511
2020,Minnesota,11/1/2020,Joseph R. Biden Jr.,51.72171,51.72109
2020,Michigan,11/1/2020,Joseph R. Biden Jr.,51.15891,51.15535
2020,Massachusetts,11/1/2020,Joseph R. Biden Jr.,65.34377,65.90723
2020,Maryland,11/1/2020,Joseph R. Biden Jr.,61.5384,61.65113
2020,Maine,11/1/2020,Joseph R. Biden Jr.,53.70696,53.91672
2020,ME-2,11/1/2020,Joseph R. Biden Jr.,48.77385,48.91319
2020,ME-1,11/1/2020,Joseph R. Biden Jr.,58.10141,58.26052
2020,Louisiana,11/1/2020,Joseph R. Biden Jr.,36.5991,36.73506
2020,Kentucky,11/1/2020,Joseph R. Biden Jr.,39.43848,39.58163
2020,Kansas,11/1/2020,Joseph R. Biden Jr.,41.54335,41.69756
2020,Iowa,11/1/2020,Joseph R. Biden Jr.,45.75346,45.776
2020,Indiana,11/1/2020,Joseph R. Biden Jr.,41.76686,41.84856
2020,Illinois,11/1/2020,Joseph R. Biden Jr.,54.56805,54.78917
2020,Idaho,11/1/2020,Joseph R. Biden Jr.,37.76222,38.04657
2020,Hawaii,11/1/2020,Joseph R. Biden Jr.,63.87613,64.07783
2020,Georgia,11/1/2020,Joseph R. Biden Jr.,48.17925,48.14192
2020,Florida,11/1/2020,Joseph R. Biden Jr.,48.78336,48.78524
2020,District of Columbia,11/1/2020,Joseph R. Biden Jr.,89.71969,89.82551
2020,Delaware,11/1/2020,Joseph R. Biden Jr.,58.38902,58.69442
2020,Connecticut,11/1/2020,Joseph R. Biden Jr.,56.81467,57.4374
2020,Colorado,11/1/2020,Joseph R. Biden Jr.,53.2798,53.3025
2020,California,11/1/2020,Joseph R. Biden Jr.,61.22227,61.37515
2020,Arkansas,11/1/2020,Joseph R. Biden Jr.,36.14885,36.16717
2020,Arizona,11/1/2020,Joseph R. Biden Jr.,48.84816,48.83509
2020,Alaska,11/1/2020,Joseph R. Biden Jr.,43.32979,43.43499
2020,Alabama,11/1/2020,Joseph R. Biden Jr.,38.00917,38.07011
2020,Wyoming,11/1/2020,Donald Trump,62.02419,62.38977
2020,Wisconsin,11/1/2020,Donald Trump,43.90784,43.97077
2020,West Virginia,11/1/2020,Donald Trump,61.3525,61.61858
2020,Washington,11/1/2020,Donald Trump,34.57045,35.43746
2020,Virginia,11/1/2020,Donald Trump,42.16754,42.28566
2020,Vermont,11/1/2020,Donald Trump,27.85431,28.33168
2020,Utah,11/1/2020,Donald Trump,51.85919,52.25794
2020,Texas,11/1/2020,Donald Trump,48.46441,48.54471
2020,Tennessee,11/1/2020,Donald Trump,53.94789,54.21869
2020,South Dakota,11/1/2020,Donald Trump,53.61798,54.0333
2020,South Carolina,11/1/2020,Donald Trump,51.19857,51.40141
2020,Rhode Island,11/1/2020,Donald Trump,31.86225,32.6207
2020,Pennsylvania,11/1/2020,Donald Trump,45.02071,45.07157
2020,Oregon,11/1/2020,Donald Trump,37.33272,38.05573
2020,Oklahoma,11/1/2020,Donald Trump,58.70306,59.12933
2020,Ohio,11/1/2020,Donald Trump,47.31933,47.36869
2020,North Dakota,11/1/2020,Donald Trump,55.7823,56.23038
2020,North Carolina,11/1/2020,Donald Trump,46.80993,46.83892
2020,New York,11/1/2020,Donald Trump,31.62582,32.11095
2020,New Mexico,11/1/2020,Donald Trump,41.91377,42.2713
2020,New Jersey,11/1/2020,Donald Trump,36.91372,37.21977
2020,New Hampshire,11/1/2020,Donald Trump,42.77869,42.8521
2020,Nevada,11/1/2020,Donald Trump,44.39013,44.4912
2020,Nebraska,11/1/2020,Donald Trump,52.05922,52.53885
2020,National,11/1/2020,Donald Trump,43.4384,43.50872
2020,NE-2,11/1/2020,Donald Trump,45.28693,45.71908
2020,NE-1,11/1/2020,Donald Trump,49.43914,50.73832
2020,Montana,11/1/2020,Donald Trump,50.04488,50.18233
2020,Missouri,11/1/2020,Donald Trump,50.45103,50.75908
2020,Mississippi,11/1/2020,Donald Trump,55.25067,55.49103
2020,Minnesota,11/1/2020,Donald Trump,42.44099,42.55867
2020,Michigan,11/1/2020,Donald Trump,42.94042,42.9906
2020,Massachusetts,11/1/2020,Donald Trump,28.70599,29.30132
2020,Maryland,11/1/2020,Donald Trump,31.58217,31.91197
2020,Maine,11/1/2020,Donald Trump,40.2621,40.40494
2020,ME-2,11/1/2020,Donald Trump,45.60951,45.74171
2020,ME-1,11/1/2020,Donald Trump,37.54752,37.69871
2020,Louisiana,11/1/2020,Donald Trump,57.30672,57.7911
2020,Kentucky,11/1/2020,Donald Trump,55.06938,55.50681
2020,Kansas,11/1/2020,Donald Trump,51.51001,51.81926
2020,Iowa,11/1/2020,Donald Trump,47.34957,47.37777
2020,Indiana,11/1/2020,Donald Trump,50.92575,51.17111
2020,Illinois,11/1/2020,Donald Trump,40.62113,41.16484
2020,Idaho,11/1/2020,Donald Trump,56.66135,57.14399
2020,Hawaii,11/1/2020,Donald Trump,29.64342,30.61295
2020,Georgia,11/1/2020,Donald Trump,47.09892,47.16225
2020,Florida,11/1/2020,Donald Trump,46.5335,46.55763
2020,District of Columbia,11/1/2020,Donald Trump,6.505812,6.730084
2020,Delaware,11/1/2020,Donald Trump,34.34794,34.96319
2020,Connecticut,11/1/2020,Donald Trump,31.71563,32.44574
2020,Colorado,11/1/2020,Donald Trump,41.14063,41.40195
2020,California,11/1/2020,Donald Trump,33.08964,33.47605
2020,Arkansas,11/1/2020,Donald Trump,58.42445,59.01353
2020,Arizona,11/1/2020,Donald Trump,45.70093,45.75164
2020,Alaska,11/1/2020,Donald Trump,50.93847,51.22448
2020,Alabama,11/1/2020,Donald Trump,57.47154,57.47665
2020,Wyoming,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,39.67229,39.93164
2020,Wisconsin,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,40.38097,40.33813
2020,West Virginia,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,40.11938,40.19763
2020,Washington,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,39.37027,40.05531
2020,Virginia,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,39.97957,40.06936
2020,Vermont,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,40.53724,40.5791
2020,Utah,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,40.11808,40.0748
2020,Texas,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,40.25581,40.22989
2020,Tennessee,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,40.29449,40.29079
2020,South Dakota,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,39.64291,39.9346
2020,South Carolina,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,39.82949,39.91569
2020,Rhode Island,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,39.68771,40.10011
2020,Pennsylvania,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,40.29243,40.25
2020,Oregon,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,39.55991,39.91925
2020,Oklahoma,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,39.58075,39.89528
2020,Ohio,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,40.35115,40.31358
2020,North Dakota,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,39.52163,39.76309
2020,North Carolina,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,40.34912,40.3303
2020,New York,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,40.71592,40.60017
2020,New Mexico,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,39.6816,40.05933
2020,New Jersey,11/1/2020,Convention Bounce for Joseph R. Biden Jr.,40.02838,40.15339
