cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,state,step_no,value_inc,value_chal,value_3rd,weight,step_description,timestamp,simulations
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Tennessee,1,53.80416,41.87055,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Tennessee,10,.96795,.03205,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Dakota,9,57.75091,40.84349,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Dakota,8,61.83543,36.75897,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Dakota,7,57.75091,40.84349,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Dakota,6,59.23484,39.35957,,.3628815,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Dakota,5,56.90571,41.68869,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Dakota,4,2.866596,2.866596,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Dakota,3,54.03912,38.82209,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Dakota,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Dakota,1,54.03912,38.82209,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Dakota,10,.946975,.053025,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Carolina,9,53.67621,45.57517,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Carolina,8,57.88924,41.36214,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Carolina,7,53.67621,45.57517,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Carolina,6,54.14777,45.10361,,.2171807,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Carolina,5,53.54538,45.70599,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Carolina,4,1.706623,1.706627,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Carolina,3,51.83876,43.99937,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Carolina,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Carolina,1,51.83876,43.99937,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",South Carolina,10,.914425,.085575,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Rhode Island,9,35.62232,62.98927,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Rhode Island,8,39.6718,58.93979,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Rhode Island,7,35.62232,62.98927,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Rhode Island,6,36.49728,62.11432,,.6472684,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Rhode Island,5,34.01677,64.59483,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Rhode Island,4,1.679207,1.679203,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Rhode Island,3,32.33756,62.91562,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Rhode Island,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Rhode Island,1,32.33756,62.91562,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Rhode Island,10,.0008,.9992,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Pennsylvania,9,47.2124,52.09208,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Pennsylvania,8,51.47935,47.82513,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Pennsylvania,7,47.2124,52.09208,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Pennsylvania,6,45.88166,53.42281,,.0076348,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Pennsylvania,5,47.22264,52.08184,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Pennsylvania,4,1.783871,1.783867,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Pennsylvania,3,45.43877,50.29797,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Pennsylvania,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Pennsylvania,1,45.43877,50.29797,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Pennsylvania,10,.1467,.8533,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oregon,9,39.71191,58.24419,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oregon,8,43.84932,54.10678,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oregon,7,39.71191,58.24419,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oregon,6,40.79758,57.15851,,.3632102,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oregon,5,39.09266,58.86344,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oregon,4,1.206959,1.206959,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oregon,3,37.8857,57.65648,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oregon,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oregon,1,37.8857,57.65648,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oregon,10,.021675,.978325,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oklahoma,9,62.08956,36.85227,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oklahoma,8,66.04637,32.89546,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oklahoma,7,62.08956,36.85227,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oklahoma,6,64.6639,34.27793,,.306533,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oklahoma,5,60.95163,37.9902,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oklahoma,4,1.78046,1.78046,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oklahoma,3,59.17117,36.20974,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oklahoma,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oklahoma,1,59.17117,36.20974,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Oklahoma,10,.994375,.005625,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Ohio,9,49.74264,49.25133,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Ohio,8,53.9887,45.00527,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Ohio,7,49.74263,49.25134,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Ohio,6,48.63568,50.3583,,.0731861,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Ohio,5,49.83004,49.16393,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Ohio,4,2.433014,2.43301,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Ohio,3,47.39703,46.73092,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Ohio,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Ohio,1,47.39703,46.73092,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Ohio,10,.54165,.45835,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Dakota,9,59.65235,37.93267,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Dakota,8,63.61488,33.97015,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Dakota,7,59.65234,37.93268,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Dakota,6,62.92296,34.66206,,.4036286,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Dakota,5,57.43877,40.14625,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Dakota,4,1.433205,1.433205,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Dakota,3,56.00556,38.71305,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Dakota,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Dakota,1,56.00556,38.71305,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Dakota,10,.976325,.023675,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Carolina,9,48.71391,50.58657,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Carolina,8,52.97886,46.32162,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Carolina,7,48.71391,50.58657,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Carolina,6,48.77208,50.52839,,.0132083,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Carolina,5,48.71312,50.58735,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Carolina,4,1.660244,1.660244,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Carolina,3,47.05288,48.9271,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Carolina,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Carolina,1,47.05288,48.9271,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",North Carolina,10,.35285,.64715,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New York,9,34.94905,64.06999,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New York,8,38.98717,60.03187,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New York,7,34.94904,64.06999,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New York,6,35.05812,63.96092,,.3475935,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New York,5,34.89093,64.12811,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
