cycle,branch,expression,forecastdate,seatprob_Dparty,seatprob_Rparty,seatsheld,simulations,timestamp,chamber_Dparty,chamber_Rparty
2020,Senate,_lite,11/1/20,,,88,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,87,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,86,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,85,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,84,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,83,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,82,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,81,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,80,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,8,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,79,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,78,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,77,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,76,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,75,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,74,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,73,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,72,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,71,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,70,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,7,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,69,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,68,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,67,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.000025,,66,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.00005,,65,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.000175,,64,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.000525,,63,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.002075,,62,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.004725,,61,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.011825,.000025,60,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,6,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.021475,.000175,59,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.03415,.000575,58,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.049725,.0015,57,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.067275,.004375,56,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.0823,.008425,55,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.09505,.019175,54,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.106575,.0354,53,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.109275,.0587,52,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.106525,.081925,51,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.097975,.097975,50,40000,23:31:42  1 Nov 2020,.085525,.01245
2020,Senate,_lite,11/1/20,,,5,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.081925,.106525,49,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.0587,.109275,48,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.0354,.10655,47,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.019175,.095075,46,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.008425,.0823,45,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.004375,.067275,44,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.0015,.049725,43,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.000575,.03415,42,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.000175,.021475,41,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,.000025,.011825,40,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,4,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,.004725,39,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,.002075,38,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,.000525,37,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,.000175,36,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,.00005,35,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,.000025,34,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,33,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,32,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,31,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,30,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,3,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,29,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,28,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,27,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,26,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,25,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,24,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,23,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,22,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,21,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,20,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,2,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,19,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,18,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,17,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,16,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,15,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,14,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,13,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,12,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,11,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,100,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,10,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,1,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,11/1/20,,,0,40000,23:31:42  1 Nov 2020,,
2020,Senate,_lite,10/31/20,,,99,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,98,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,97,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,96,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,95,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,94,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,93,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,92,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,91,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,90,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,9,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,89,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,88,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,87,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,86,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,85,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,84,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,83,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,82,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,81,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,80,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,8,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,79,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,78,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,77,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,76,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,75,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,74,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,73,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,72,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,71,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,70,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,7,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,69,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,68,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.000025,,67,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,66,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.00015,,65,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.000375,,64,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.00075,,63,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.002175,,62,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.005925,,61,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.01175,.00005,60,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,6,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.02105,.00015,59,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.0335,.0004,58,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.050175,.0014,57,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.068,.003175,56,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.08405,.007925,55,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.09845,.016125,54,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.107925,.031925,53,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.1092,.05425,52,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.10865,.080775,51,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.101675,.101675,50,40000,22:02:28 31 Oct 2020,.0874,.014275
2020,Senate,_lite,10/31/20,,,5,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.080775,.10865,49,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.05425,.1092,48,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.031925,.107925,47,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.016125,.09845,46,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.007925,.08405,45,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.003175,.068,44,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.0014,.050175,43,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.0004,.0335,42,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.00015,.02105,41,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,.00005,.01175,40,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,4,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,.005925,39,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,.002175,38,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,.00075,37,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,.000375,36,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,.00015,35,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,34,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,.000025,33,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,32,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,31,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,30,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,3,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,29,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,28,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,27,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,26,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,25,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,24,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,23,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,22,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,21,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,20,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,2,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,19,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,18,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,17,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,16,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,15,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,14,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,13,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,12,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,11,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,100,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,10,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,1,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/31/20,,,0,40000,22:02:28 31 Oct 2020,,
2020,Senate,_lite,10/30/20,,,99,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,98,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,97,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,96,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,95,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,94,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,93,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,92,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,91,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,90,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,9,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,89,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,88,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,87,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,86,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,85,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,84,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,83,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,82,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,81,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,80,40000,21:39:34 30 Oct 2020,,
2020,Senate,_lite,10/30/20,,,8,40000,21:39:34 30 Oct 2020,,
